	salami_id	Album	Album Artist	Artist	Artwork Count	BPM	Bit Rate	Comments	Compilation	Composer	Date Added	Date Modified	Disc Count	Disc Number	File Folder Count	Genre	Grouping	Kind	Library Folder Count	Location	Name	Persistent ID	Play Count	Play Date	Play Date UTC	Sample Rate	Size	Sort Album	Sort Album Artist	Sort Artist	Sort Name	Total Time	Track Count	Track ID	Track Number	Track Type	Volume Adjustment	Year	salami_length	youtube_id	youtube_length	coverage	coverage_percent	onset_in_youtube	onset_in_salami	file_name
10	38	Delta Blues And Spirituals		Son House			160	From CD		Son House	2010-04-23 23:08:36	2006-10-01 16:25:10			5	Blues - Country Blues		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Popular/Son%20House/Delta%20Blues%20And%20Spirituals/John%20The%20Revelator.mp3	John the Revelator	0B26E9A96F702BA6				44100	2753962					137586	10.0	55384	10.0	File		1970.0	137.58695	W1Z6GkN1UdA	138.0	135.9	0.9877390261213	0.5	0.3	Son House - John The Revelator-W1Z6GkN1UdA.mp3
11	40	Black Snake Moan Soundtrack		Samuel L. Jackson			320	From W	True		2010-04-23 22:55:24	2007-07-31 17:54:52			5	Blues - Country Blues		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Popular/Compilations/Black%20Snake%20Moan%20Soundtrack/Just%20Like%20A%20Bird%20Without%20A%20Feather.mp3	Just Like A Bird Without A Feather	E0FF4AE43BF7DE8D				44100	5705451					142576	17.0	24706	3.0	File		2007.0	142.579525	HXcokAJGlCw	147.0	139.7	0.9798040777594118	0.4	0.3	black snake moan   just like a bird without a feather-HXcokAJGlCw.mp3
12	48	James Cotton Best Verve		James Cotton			160	From CD			2010-04-23 23:00:28	2006-09-30 22:31:30			5	Blues - Urban Blues		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Popular/James%20Cotton/James%20Cotton%20Best%20Verve/Knock%20On%20Wood.mp3	Knock On Wood	5614B3E6DA8FD29C				44100	3468114					173296	20.0	35827	9.0	File		1995.0	173.2963	C46DHQ5Tc_8	173.0	166.7	0.9619362906190148	0.4	0.3	Knock On Wood , James Cotton-C46DHQ5Tc_8.mp3
13	50	Atlantic Blues: Piano		Texas Johnny Brown			160	From CD	True	Trad.	2010-04-23 22:55:22	2006-09-30 22:56:10	4.0	2.0	5	Blues - Urban Blues		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Popular/Compilations/Atlantic%20Blues_%20Piano/After%20Hours%20Blues.mp3	After Hours Blues	0F0E2EE9B1397970				44100	3800435					189910	23.0	24523	21.0	File		1949.0	189.9102	epOHBLBy0G0	190.0	180.2	0.9488695183302424	0.6	0.4	Texas Johnny Brown - After Hours Blues-epOHBLBy0G0.mp3
14	54	Deep Blue: The Rounder 25th Anniversary Blues Anthology		"Luther ""Guitar Junior"" Johnson"			160	From CD	True	Luther Johnson	2010-04-23 22:56:20	2006-10-01 17:40:24	2.0	1.0	5	Blues - Urban Blues		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Popular/Compilations/Deep%20Blue_%20The%20Rounder%2025th%20Anniversary/Ain't%20Treating%20Me%20Right.mp3	Ain't Treating Me Right	325035DFDA75C6EE				44100	3569059					178337	15.0	26257	7.0	File		1995.0	178.33795	zfR0IKFRvdw	176.0	172.2	0.9655824797806636	0.2	0.4	Luther Guitar Junior Johnson-Ain't Treating Me Right-zfR0IKFRvdw.mp3
15	56	Sweet Sorrow		Sarah Chang			192	From CD		Jean Sibelius	2010-04-24 22:08:23	2006-09-30 23:58:42			5	Classical - 20th Century Classical		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Classical/Sarah%20Chang/Sweet%20Sorrow/Nocturne%20No%203%20Op.%2051,%20from%20Belshazza.mp3	Nocturne No 3 Op. 51, from Belshazzar's Feast	B2E13BD213D03C54				44100	4608385					191921	13.0	227066	9.0	File		1999.0	191.92166666666665	1N5kIwYJ2i4	192.0	182.8	0.9524719286514464	1.7	1.6	Sarah Chang - Nocturne - Sad Violine-1N5kIwYJ2i4.mp3
16	60	Stravinsky Janacek Bartok Lutoslawski		Orchestre de Paris - Seiji Ozawa			192	From CD	True	Igor Stravinsky	2010-04-24 22:07:09	2006-09-30 23:58:36	2.0	1.0	5	Classical - 20th Century Classical		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Classical/Compilations/Stravinsky%20Janacek%20Bartok%20Lutoslawski/Firebird%20-%20Disappearance%20of%20the%20pala.mp3	Firebird - Disappearance of the palace ... General thankgiving	4B48DE22136EE3F0				44100	4675502					194716	29.0	221066	24.0	File			194.71675	fyhTk596A9c	194.0	177.1	0.9095262734202374	7.8	1.3	The Firebird, Tableau 2 - Disappearance of the Palace and Dissolution of Kashchei's...-fyhTk596A9c.mp3
17	64	Bartok String Quartets Nos. 1-6		Alban Berg Quartet			192	From CD		Béla Bartók	2010-04-24 22:05:56	2006-09-30 23:57:22	3.0	1.0	5	Classical - 20th Century Classical		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Classical/Alban%20Berg%20Quartet/Bartok%20String%20Quartets%20Nos.%201-6/String%20Quartet%20No.%201%20in%20A%20Minor%20Op..mp3	String Quartet No. 1 in A Minor Op. 7 - 1st Movement	EB4378B702E76BB2				44100	13423179					559203	6.0	214829	1.0	File			559.2032916666667	PjOLW_HXb8M	562.0	378.9	0.6775711188514552	4.2	1.5	String Quartet No. 1, Sz. 40 (Op. 7) (2002 Remastered Version)  - I. Lento-PjOLW_HXb8M.mp3
18	82	Norton Recorded Anthology of Western Music		Igor Kipnis			192	From CD	True	George Rochberg	2010-04-24 22:06:53	2006-09-30 23:58:12	12.0	12.0	5	Classical - 20th Century Classical		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Classical/Compilations/Norton%20Recorded%20Anthology%20of%20Western%20Mus/Nach%20Bach_%20Fantasy%20for%20harpsichord%20o%202.mp3	Nach Bach: Fantasy for harpsichord or piano - 3	B7DF6B31F716145E				44100	2776425					115591	46.0	219608	46.0	File			115.591875	AnnVRQVgiq8	457.0	110.6	0.9568146550092728	341.9	0.2	George Rochberg - Nach Bach, Fantasy for Harpsichord (1966)-AnnVRQVgiq8.mp3
19	86	String Quartets		Borodin String Quartet			192	From CD		Dmitri Shostakovich	2010-04-24 22:06:13	2006-09-30 23:57:34	2.0	2.0	5	Classical - 20th Century Classical		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Classical/Borodin%20String%20Quartet/String%20Quartets/String%20Quartet%20No.%203%20In%20F%20Major%20Op.%204.mp3	String Quartet No. 3 In F Major Op. 73, Moderato	BB80B78451D436FE				44100	15140954					630778	13.0	216551	13.0	File		1991.0	630.7787916666666	2YYETUZ7Xjw	633.0	378.7	0.6003689486759457	1.5	1.0	String Quartet No. 3 in F Major, Op. 73 - V. Moderato-2YYETUZ7Xjw.mp3
20	108	Tous les matins du monde		Jordi Saval			160	From UoM		Marin Marais	2010-04-24 22:07:41	2006-09-30 23:58:16			5	Classical - Baroque		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Classical/Jordi%20Saval/Tous%20les%20matins%20du%20monde/Tombeau%20pour%20Mr.%20de%20Sainte%20Colombe..mp3	Tombeau pour Mr. de Sainte Colombe. 2ème livre de Pièces de viole	6C31D4F16E4527C4				44100	8641506					431960	16.0	224201	14.0	File		1991.0	431.9608	JpjEVsogI0Q	433.0	378.0	0.8750794053534487	1.3	2.0	Tombeau pour Mr. de Sainte Colombe - 2ème livre de Pièces de viole-JpjEVsogI0Q.mp3
21	110	Kinloch's Fantasy		Puirt a Baroque			192	From CD			2010-04-24 22:08:20	2006-09-30 23:58:38			5	Classical - Baroque		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Classical/Puirt%20A%20Baroque/Kinloch's%20Fantasy/Macklean%20Sonata%20I%20-%20Allegro.mp3	Macklean Sonata I - Allegro	16324AF942F6FC88				44100	2815254					117211	20.0	226727	12.0	File			117.21145833333334	UQCwlhm-nks	117.0	116.0	0.9896643352914516	0.4	0.4	Macklean Sonata I - Allegro-UQCwlhm-nks.mp3
22	112	6 Suites a Violincello solo senza Basso		Anner Bylsma			192	From CD		Johann Sebastion Bach	2010-04-24 22:06:05	2006-09-30 23:57:28	2.0	1.0	5	Classical - Baroque		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Classical/Anner%20Bylsma/6%20Suites%20a%20Violincello%20solo%20senza%20Basso/Cello%20Suite%20No.%203,%20Prelude.mp3	Cello Suite No. 3, Prelude	EF1B8DBEE9DA92E7				44100	4505544					187637	18.0	215696	13.0	File			187.6375833333333	MbB_sbRjoAI	188.0	178.6	0.9518348980370404	0.6	0.5	Anner Bylsma; Bach Cello Suite 3, Prelude-MbB_sbRjoAI.mp3
23	114	The Celebrated Scarlatti Recordings		Vladimir Horowitz			192	From CD		Domenico Scarlatti	2010-04-24 22:08:45	2006-09-30 23:58:52			5	Classical - Baroque		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Classical/Vladimir%20Horowitz/The%20Celebrated%20Scarlatti%20Recordings/Sonata%20in%20F%20minor,%20K466.mp3	Sonata in F minor, K466	1911AD026C541CC7				44100	7151245	Celebrated Scarlatti Recordings				297874	18.0	229103	4.0	File		1964.0	297.8742916666667	ZIalwWHBnkY	305.0	292.3	0.9812864291326472	9.6	3.0	Domenico Scarlatti - Sonata for Harpsichord in F minor, K.466_L.118-ZIalwWHBnkY.mp3
24	116	Norton Recorded Anthology of Western Music		The Gabrielli Consort and Players - Paul McCreesh			192	From CD	True	Giacomo Carissimi	2010-04-24 22:06:48	2006-10-04 01:44:46	12.0	4.0	5	Classical - Baroque		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Classical/Compilations/Norton%20Recorded%20Anthology%20of%20Western%20Mus/Historia%20Di%20Jephte_%20Plorate%20Colles%20A.mp3	Historia Di Jephte: Plorate Colles And Plorate Fi Lii Israel - 2	00B97F703C92221F				44100	6554395			Gabrielli Consort and Players - Paul McCreesh		273005	44.0	219125	28.0	File			273.00575	AB5sDA7aztA	273.0	266.4	0.9758036231837608	0.2	0.3	Carissimi- Plorate Filii Israel- Gabrieli Consort and Players-AB5sDA7aztA.mp3
25	120	Tous les matins du monde		Jordi Saval			160	From UoM		Saint-Colombe Le Fils	2010-04-24 22:07:41	2006-09-30 23:58:16			5	Classical - Baroque		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Classical/Jordi%20Saval/Tous%20les%20matins%20du%20monde/Pre%CC%81lude%20pour%20Mr.%20Vauquelin%20(Improvis.mp3	Prélude pour Mr. Vauquelin (Improvisation d'après le Prélude en Sol mineur)	F7B9A0AE65C05713				44100	2173628					108564	16.0	224195	3.0	File		1991.0	108.5649	epIliwZ9Q9k	109.0	105.7	0.9736111763562626	0.7	1.1	Prélude pour Mr. Vaquelin (Improvisation d'après le Prélude en Sol mineur de Mr. de Sainte...-epIliwZ9Q9k.mp3
26	122	Buxtehude: Harpsichord Music		Lars Ulrik Mortensen			192	From CD		Dietrich Buxtehude	2010-04-24 22:07:49	2006-09-30 23:58:20			5	Classical - Baroque		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Classical/Lars%20Ulrik%20Mortensen/Buxtehude_%20Harpsichord%20Music/Praeludium%20G%20Minor.mp3	Praeludium G Minor	C8E75F29F08CF9C6				44100	10179920					424071	7.0	224606	3.0	File		1991.0	424.071875	gAsXbQlCMBY	415.0	379.8	0.8956028975041083	0.5	0.6	Buxtehude - Praeludium G-minor-gAsXbQlCMBY.mp3
27	124	Concerts a Deux Violes Esgales		Jordi Saval			160	From UoM		Jean de Sainte-Colombe	2010-04-24 22:07:40	2006-09-30 23:58:16			5	Classical - Baroque		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Classical/Jordi%20Saval/Concerts%20a%20Deux%20Violes%20Esgales/Concert%20LIV_%20La%20Dubois.mp3	Concert LIV/ La Dubois	152A1F5413985747				44100	21578863					1078831	5.0	224150	5.0	File		1976.0	1078.831	0i8rk2fftVg	462.0	379.2	0.3514915681881592	1.3	0.6	Concert LIV - [La] Dubois - [La] Dubois-0i8rk2fftVg.mp3
28	128	Baroque Favorites					128	From UoM	True	Jeremiah Clarke	2010-04-24 22:06:27	2006-09-30 23:58:58			5	Classical - Baroque		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Classical/Compilations/Baroque%20Favorites/Suite%20In%20D%20Major_%20Prince%20Of%20Denmark'.mp3	"Suite In D Major: Prince Of Denmark's March ""Trumpet Voluntary"""	79C04B7CAF98B691				44100	2017408					126014	15.0	217544	15.0	File		1985.0	126.0275	WieyrIDEghQ	125.0	119.7	0.9497927039733391	0.8	0.5	Suite in D Major - IV. The Prince of Denmark's March 'Trumpet Voluntary'-WieyrIDEghQ.mp3
29	132	Kinloch's Fantasy		Puirt a Baroque			192	From CD			2010-04-24 22:08:20	2006-09-30 23:58:38			5	Classical - Baroque		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Classical/Puirt%20A%20Baroque/Kinloch's%20Fantasy/Bonnocks%20of%20Beer%20Meal.mp3	Bonnocks of Beer Meal	E9B3C068253BFBE9				44100	4046586					168515	20.0	226697	1.0	File			168.51591666666667	JIuNdOHG65g	169.0	166.0	0.9850701541051264	1.6	1.6	Bonnocks Of Beer Meal-JIuNdOHG65g.mp3
30	140	Baroque Favorites					128	From UoM	True	Jean-Joseph Mouret	2010-04-24 22:06:27	2006-09-30 23:58:58			5	Classical - Baroque		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Classical/Compilations/Baroque%20Favorites/Suite%20De%20Symphonies%20%231_%20I%20Rondeau.mp3	Suite De Symphonies #1: I Rondeau	D60DA448B3152997				44100	1777792					111046	15.0	217535	12.0	File		1985.0	111.0748125	AmmES3BvtIA	108.0	101.0	0.9092970559819762	1.0	0.6	Premiere Suite de Symphonies - Rondeau-AmmES3BvtIA.mp3
31	146	Kinloch's Fantasy		Puirt a Baroque			192	From CD			2010-04-24 22:08:20	2006-09-30 23:58:38			5	Classical - Baroque		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Classical/Puirt%20A%20Baroque/Kinloch's%20Fantasy/Kinloch's%20Fantasy%20-%20Kinloche%20His%20Fan.mp3	Kinloch's Fantasy - Kinloche His Fantassie	6C75706C9D546660				44100	5775047					240535	20.0	226712	18.0	File			240.53554166666663	UCcuVmgwApQ	241.0	239.0	0.9936161547851644	0.8	0.8	Kinloch's Fantasy (Among The Cottonwoods) - Kinloche His Fantassie-UCcuVmgwApQ.mp3
32	148	Norton Recorded Anthology of Western Music		Emma Kirby & Capella Coloniensis - William Christie			192	From CD	True	Johann Adolf Hasse	2010-04-24 22:06:45	2006-09-30 23:58:02	12.0	7.0	5	Classical - Baroque		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Classical/Compilations/Norton%20Recorded%20Anthology%20of%20Western%20Mus/Cleofide%20-%20Act%20II%20Scene%209%20-%20Digli%20ch.mp3	Cleofide - Act II Scene 9 - Digli ch'io son fedele - 1	2A13E10233B0F85D				44100	1162096					48326	72.0	218855	7.0	File		1996.0	48.326541666666664	R-Uhnwm0PyI	428.0	45.0	0.9311653275417149	0.6	0.3	Cleofide - Act II Scene 9 - Aria - Digli che io son sedele (Cleofide)-R-Uhnwm0PyI.mp3
33	152	Viola Bouquet		Nobuko Imai & Roland Pöntinen			192	From CD		Henry Eccles	2010-04-24 22:08:15	2006-09-30 23:58:34			5	Classical - Baroque		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Classical/Nobuko%20Imai%20&%20Roland%20Po%CC%88ntinen/Viola%20Bouquet/Sonata%20In%20G%20Minor_%20Largo.mp3	Sonata In G Minor: Largo	98BB43FA7075C8C5				44100	5355677					223059	16.0	226211	15.0	File		1996.0	223.059625	6FjqgK5Wmwg	223.0	216.5	0.9705925041342645	3.7	3.3	Eccles - Viola Sonata in G minor - I. Largo-6FjqgK5Wmwg.mp3
34	154	Images		Glenn Gould			192	From CD		Franz Josef Haydn	2010-04-24 22:07:30	2006-09-30 23:58:06	2.0	2.0	5	Classical - Baroque		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Classical/Glenn%20Gould/Images/Piano%20Sonata%20in%20C%20major,%20Hob.XVI_48.mp3	Piano Sonata in C major, Hob.XVI:48 (2nd mvt.)	5A399BE3E426CF61				44100	4890514					203676	13.0	223217	3.0	File		1995.0	203.67675	5Z4fM0_2usc	202.0	196.9	0.9667279156801156	0.4	0.3	Sonata in C Major, Hob. XVI -48 - II. Rondo - Presto (Remastered)-5Z4fM0_2usc.mp3
35	156	Symphonies 82, 96 and 100		Capella Istropolitana - Barry Wordsworth			192	From CD		Franz Josef Haydn	2010-04-24 22:06:16	2006-09-30 23:57:34			5	Classical - Classical		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Classical/Capella%20Istropolitana%20-%20Barry%20Wordsworth/Symphonies%2082,%2096%20and%20100/Symphony%20No.%2096%20in%20D%20Major,%20_The%20Mir.mp3	"Symphony No. 96 in D Major, ""The Miracle"": I Adagio - Allegro"	66264C772194111D				44100	9435810					393064	12.0	216767	5.0	File			393.0645	uErKOv1wb_k	393.0	379.7	0.9659992189577028	1.0	0.4	Franz Joseph Haydn, Symphony No. 96 in D major, Hob.I -96, 'The Miracle', I. Adagio - Allegro-uErKOv1wb_k.mp3
36	158	String Quartets Op. 51 and  Op. 103		Kodály Quartet			192	From CD		Franz Josef Haydn	2010-04-24 22:07:47	2006-09-30 23:58:18			5	Classical - Classical		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Classical/Koda%CC%81ly%20Quartet/String%20Quartets%20Op.%2051%20and%20%20Op.%20103/The%20Seven%20Last%20Words%20of%20Jesus%20Christ%201.mp3	The Seven Last Words of Jesus Christ, Op. 51: II. Sonata I: Pater, dimitte illis, non enim sciunt, quid faciunt (Largo)	1A4E8E9A3C286BA3				44100	10470986				Seven Last Words of Jesus Christ, Op. 51: II. Sonata I: Pater, dimitte illis, non enim sciunt, quid faciunt (Largo)	436192	11.0	224492	2.0	File		1989.0	436.19266666666664	u-neICCDaTY	436.0	378.3	0.8672773040659405	1.3	1.2	The 7 Last Words of Christ, Op. 51 - Sonata I - Pater, dimitte illis, non enim sciunt, quid...-u-neICCDaTY.mp3
37	162	Operamania		Lucia Popp & Tom Krause			192	From CD	True	Wolfgang Amadeus Mozart	2010-04-24 22:07:05	2006-09-30 23:58:24	5.0	4.0	5	Classical - Classical		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Classical/Compilations/Operamania/La%20ci%20darem%20la%20mano.mp3	La ci darem la mano	A840BE5E9DF02241				44100	4947539					206053	19.0	220640	3.0	File		1994.0	206.05391666666668	2N0D-kt2fX4	199.0	193.2	0.9376186734297292	0.6	1.6	Tom Krause _ Lucia Popp - La Ci Darem La Mano-2N0D-kt2fX4.mp3
38	164	Mozart Symphonies Nos. 39 & 40		Nove Filarmonia Portuguesa - Alvaro Cassuto			192	From CD		Wolfgang Amadeus Mozart	2010-04-24 22:08:16	2006-09-30 23:58:34			5	Classical - Classical		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Classical/Nove%20Filarmonia%20Portuguesa%20-%20Alvaro%20Cass/Mozart%20Symphonies%20Nos.%2039%20&%2040/Symphony%20No.%2039%20in%20E%20flat%20major%20-%20Ad.mp3	Symphony No. 39 in E flat major - Adagio-allegro	C074BDF56FB0EF4B				44100	13556635					564767	8.0	226253	1.0	File			564.767375	djrPX6OdlKE	565.0	377.0	0.6675314770085647	1.1	1.0	Symphony No. 39 in E-Flat Major, K. 543 - I. Adagio - Allegro-djrPX6OdlKE.mp3
39	166	Norton Recorded Anthology of Western Music		I Giovani di Nuova Cameristica - Daniele Ferrari			192	From CD	True	Giovanni Battista Sammartini	2010-04-24 22:07:00	2006-09-30 23:58:12	12.0	7.0	5	Classical - Classical		MPEG audio file	2	file://localhost/Users/jordanlocal/Music/Codaich%20Backup/Classical/Compilations/Norton%20Recorded%20Anthology%20of%20Western%20Mus/Symphony%20In%20F%20Major,%20No.%2032%20-%20First.mp3	Symphony In F Major, No. 32 - First Movement - 1	22D00846BD8FEB12				44100	1431691					59559	72.0	220211	28.0	File		1996.0	59.55920833333333	Tkw9jAGL-nQ	175.0	56.3	0.9452778432666094	0.2	0.2	Symphony in F Major, J-C 32 - I. Presto-Tkw9jAGL-nQ.mp3
